x,y,head,pressure,v_x,v_y,v_mag,q,phi
62.0,0.0,8.94497540768926,87750.20874943164,2.391174911279457,0.09256205850360856,2.392965773053753,-8.5710062343457e-15,342.34809420933664
63.0,0.0,8.45267195254769,82920.71185449284,2.6924094471477082,-0.1537710549794211,2.6967970202519345,-7.246146045395458e-14,342.34809420933664
62.777777777778,1.0,8.481487137710012,73393.38882093522,2.6192507117743724,-0.14450192667894754,2.623233710126584,6.105201744885872e-14,323.5736223843929
61.49635620688,0.9091133434299,9.180215483034885,81139.51198952491,2.5102295680469036,0.06464700244153256,2.511061870846997,-2.014344826255558e-14,325.5514676467416
61.0,0.0,9.469814433121012,92898.87958891713,2.4802275917386924,0.03866271004648016,2.48052891778549,2.091171439444867e-14,342.34809420933664
65.473684210526,0.0,8.291796757887305,81342.52619487446,3.301008937898727,-0.3095937771347248,3.3154951839699343,6.392518158094315e-15,342.3480942093366
63.859164705483,0.9614999254012,8.414584306293152,73114.75777655005,2.972668354080076,-0.4093455648126449,3.00072006938017,-1.5969839921775366e-13,323.99727588822736
63.301169422365,2.1116706419158,8.485850909962146,62530.70842953465,3.05222767063469,-0.713020657010301,3.134404602266827,2.4034086676239143e-13,302.4314442653869
62.555555555556,2.0,8.52891291663818,64048.63571222055,2.758185751997663,-0.23553916000474356,2.7682245823665848,-1.8100419439217676e-13,304.93505911551154
61.78429725737,1.7209195480275,8.983501786429919,71245.93175872773,2.582487867161173,0.09424169509200753,2.5842068572636516,-5.2655310208505175e-15,310.4629262279377
60.832630574251,1.9139550572393,9.513549092284851,74552.01748379685,2.608151694351481,0.05865339096659633,2.6088111240602263,2.179764884192344e-14,307.280786822096
60.460188645322,0.9159252111706,9.74988534399691,86661.1489030261,2.5446066421004008,0.03390798097519978,2.5448325513077066,-8.204026733089503e-15,325.6235956837553
60.0,0.0,10.012609280061941,98223.69703740765,2.5266345821377403,0.01701228765325489,2.526691854893578,6.683526980514221e-15,342.34809420933664
67.947368421053,0.0,8.090468031781764,79367.49139177911,4.066378340135229,-0.24771671183264776,4.073916589038381,-1.8775704152300648e-14,342.3480942093366
66.176520536839,1.8443470759983,8.263571134566602,62972.58801455504,3.762119496547965,-0.486350804035796,3.7934259200480747,7.452321578590542e-14,305.79493790300484
64.528069223065,1.8633058290389,8.390506963057797,64031.84312472538,3.318384441693521,-0.5780873907884161,3.3683616691593823,-5.2330205245314686e-15,306.43549862310437
63.71733281375,3.0098891368706,8.499539466192207,53853.46973064497,3.3235978574551712,-0.9521162609916156,3.45728623236857,1.6696025409194758e-13,285.1875146471896
62.333333333333,3.0,8.594265479062269,54879.74434960086,2.977464191072257,-0.5464881129529228,3.0272004008186206,-1.4331464339607123e-13,286.4702596956023
61.480503111023,2.6739144669477,9.112349524614439,63161.04791571071,2.6719900473470912,0.07747799771010837,2.6731131014700966,8.838438933714052e-15,293.0443141053277
60.389571253729,2.931317148332,9.742414868914734,66816.86863891663,2.691260508970128,0.03429702760626791,2.6914790382324694,2.918899359420504e-15,288.9708513063545
59.851401390119,1.8349758323744,10.072668915091294,80811.76914145272,2.6072262449788774,0.02914055922388359,2.607389089625585,-3.571013327857961e-14,309.06530317573583
59.468037622146,0.8763968457065,10.300285460853768,92448.3473145947,2.5583257327091484,0.01460965533027743,2.5583674475474925,5.667909414119282e-15,326.49860557607775
59.0,0.0,10.563195118287531,103624.94411040068,2.545889145568235,0.0060862658770080465,2.54589642054709,-1.844871279581571e-14,342.34809420933664
70.421052631579,0.0,7.859688686253439,77103.54601214624,4.579975525442729,-0.1817503206136113,4.583580368303533,-1.1231928269370755e-14,342.3480942093366
69.905631892258,2.0482230147043,7.931380203926179,57713.77202626663,4.533078041997359,-0.37400794047370933,4.548480897439935,-5.2210787511101355e-14,298.716957897226
67.923566821857,2.2811685599759,8.12431901074996,57321.30592209354,4.210598388962408,-0.4865172887485033,4.238612728875336,1.2676522453075503e-13,295.6722652772966
66.871005421262,3.8795839096825,8.280937276539614,43177.276528868286,4.262940827339113,-0.8706366658952742,4.350939289555293,1.774658261576763e-14,264.8231007588697
65.065103815988,3.2177226015881,8.406893609622585,50905.7675888183,3.733464170029284,-0.8790781208639974,3.8355616344251633,-2.8929917385675856e-14,279.95127638473326
64.138560187436,4.1745730793921,8.536252975132289,42788.07977721126,3.765798911025473,-1.2214809102813386,3.958946457387668,1.1118930901762124e-13,262.7328209015238
63.057063989413,3.7620385037719,8.592664888699726,47388.44483614197,3.3683803796951977,-1.2236948963019925,3.58377113967272,1.8689110167213332e-13,271.6828065536797
62.111111111111,4.0,8.676794050973855,45879.34964005352,3.087235876715187,-0.6458068811059466,3.154059588238811,7.083676413521538e-14,268.20005485684663
61.272075097999,3.6315534109951,9.20079219309171,54634.232452367745,2.7619805757990243,0.055225946374958874,2.762532643471226,3.3992630208143066e-15,275.65995549349014
60.315082008709,4.0338009490614,9.771068511054604,56282.594783153334,2.788657551948368,0.011693330322684539,2.788682067933292,-1.3075420174285216e-14,269.08800503900187
59.563596758987,3.4673714955311,10.223884980845718,66281.3972909364,2.7264959579653176,-0.0015665672511032374,2.726496408017837,6.9195024204574305e-15,279.76260436671186
59.2045620988,2.6439231825695,10.433972108661685,76420.37996496433,2.6620985188235564,0.003123981594314707,2.6621003518243964,-8.18620078997135e-15,294.716619420722
58.812869437029,1.730277808568,10.660994991913437,87610.33556861874,2.5995723281505048,0.005269283981600915,2.599577668514544,2.7170616172883994e-14,311.24743848651303
